HOTEL,ANIO,MES,ESCENARIO,RN,HABITACIONES,ROOMS_REV_ALOJAMIENTO,ROOMS_REV_UPGRADES,ROOMS_REV_OTROS,ROOMS_REVENUE,FOOD_REVENUE,BEVERAGE_REVENUE,BANQUETS_REVENUE,FB_PENSION,DAY_PASS,FB_REVENUE,OTHER_DEPT_REVENUE,MISC_INCOME,OPERATING_REVENUE,AR,ROOMS_PERSONNEL,ROOMS_OTHER_EXPENSES,ROOMS_OPEX,FOOD_COST,BEVERAGE_COST,FB_COST,FB_PERSONNEL,FB_OTHER_EXPENSES,FB_OPEX,OPERATING_EXPENSES,ROOMS_PROFIT,FB_PROFIT,TOTAL_DEPT_PROFIT,UNDISTRIB_OPEX,GOP
Hotel Luna,2026,2,REAL,4879,5883,878666.03,1721.92,0.00,880387.96,113279.94,65397.53,58946.93,35087.71,0.00,272712.11,87144.93,853.75,1241098.75,254.37,-139849.24,-153573.00,-293422.24,-63704.90,-24624.75,-88329.65,-166214.80,-9821.92,-264366.36,-557788.60,586965.72,8345.75,683310.15,-206083.58,477226.56
Hotel Luna,2026,3,BUDGET,6511,7399,1295686.08,6552.00,0.00,1302238.08,164784.18,114923.59,119340.00,53497.08,0.00,452544.85,146942.31,1134.90,1902860.14,292.24,-194010.50,-217972.66,-411983.16,-131877.17,0.00,-131877.17,-221059.53,-18996.12,-371932.82,-783915.98,890254.92,80612.03,1118944.16,-282481.99,836462.17
Hotel Luna,2026,3,REAL,5647,6577,1120757.10,2147.09,0.00,1122904.19,140544.29,82102.84,67981.24,46136.89,0.00,336765.26,104252.92,818.53,1564740.90,277.08,-172216.16,-215989.30,-388205.46,-79239.08,-24195.59,-103434.67,-183034.61,-13165.42,-299634.70,-687840.16,734698.73,37130.56,876900.74,-238589.90,638310.84
Hotel Luna,2026,4,BUDGET,6263,7283,1498171.92,4998.00,0.00,1503169.92,142000.07,96320.35,97580.00,55957.97,0.00,391858.38,133721.63,1154.30,2029904.24,324.10,-192093.58,-244184.66,-436278.25,-127467.34,0.00,-127467.34,-224850.23,-19070.94,-371388.50,-807666.75,1066891.67,20469.88,1222237.49,-273592.17,948645.31
Hotel Luna,2026,4,REAL,0,0,644654.32,1273.33,0.00,645927.65,79518.64,40708.23,34362.02,18910.94,0.00,173499.82,47614.97,816.86,867859.30,,0.00,-8103.07,-8103.07,-50867.35,-12674.34,-63541.69,0.00,-4853.80,-68395.49,-76498.56,637824.59,105104.33,791360.74,-20985.04,770375.70
Hotel Luna,2026,5,BUDGET,5122,5692,1286174.88,4680.00,0.00,1290854.88,129557.57,85207.92,82800.00,42062.40,0.00,339627.89,112515.49,873.00,1743871.26,340.44,-151576.22,-209983.54,-361559.76,-92831.31,0.00,-92831.31,-171774.69,-14396.40,-279002.40,-640562.15,929295.12,60625.49,1103309.10,-214813.67,888495.43
Hotel Luna,2026,5,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Luna,2026,6,BUDGET,6496,7466,1474569.10,6466.00,0.00,1481035.10,180021.71,117849.10,112240.00,56891.65,0.00,467002.46,164740.70,1183.40,2113961.66,325.44,-200577.39,-257274.04,-457851.43,-138355.30,0.00,-138355.30,-232360.92,-19771.32,-390487.54,-848338.97,1023183.67,76514.92,1265622.69,-292540.11,973082.58
Hotel Luna,2026,6,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Luna,2026,7,BUDGET,5110,6387,878944.02,5050.00,0.00,883994.02,93126.05,130412.41,50500.00,37156.39,0.00,311194.85,76068.05,979.70,1272236.61,248.98,-161788.12,-168230.14,-330018.26,-83457.53,0.00,-83457.53,-189131.36,-15277.26,-287866.15,-617884.41,553975.76,23328.70,654352.21,-241361.38,412990.83
Hotel Luna,2026,7,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Luna,2026,8,BUDGET,4427,7083,614376.00,5376.00,0.00,619752.00,87399.58,48613.16,2800.00,29417.92,0.00,168230.66,27621.24,1086.40,816690.30,184.49,-161874.74,-124859.57,-286734.31,-57181.77,0.00,-57181.77,-203299.90,-8720.32,-269201.99,-555936.31,333017.69,-100971.33,260754.00,-253897.16,6856.84
Hotel Luna,2026,8,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Luna,2026,9,BUDGET,6034,7099,1652014.00,7424.00,0.00,1659438.00,164885.88,100417.72,111360.00,43821.90,0.00,420485.50,130510.30,1125.20,2211559.00,366.50,-186730.37,-267764.09,-454494.47,-123488.79,0.00,-123488.79,-219220.01,-18555.36,-361264.17,-815758.63,1204943.53,59221.33,1395800.37,-297444.55,1098355.82
Hotel Luna,2026,9,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Luna,2026,10,BUDGET,4677,5502,1360520.62,5046.00,0.00,1365566.62,130288.59,81636.80,102660.00,32876.43,0.00,347461.82,131442.72,843.90,1845315.06,394.58,-143015.59,-213813.90,-356829.49,-99813.20,0.00,-99813.20,-165666.07,-14412.42,-279891.69,-636721.18,1008737.13,67570.13,1208593.88,-224303.05,984290.82
Hotel Luna,2026,10,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Luna,2026,11,BUDGET,5125,6487,1112879.58,4346.00,0.00,1117225.58,163669.51,104314.39,118720.00,40495.18,0.00,427199.08,152555.44,1028.20,1698008.31,331.33,-166291.55,-190173.68,-356465.23,-121120.68,0.00,-121120.68,-200590.98,-18482.16,-340193.82,-696659.05,760760.35,87005.26,1001349.26,-257933.43,743415.83
Hotel Luna,2026,11,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Luna,2026,12,BUDGET,4515,6640,906952.87,5145.00,0.00,912097.87,115106.70,77287.88,135450.00,36285.38,0.00,364129.95,85205.26,1018.50,1362451.59,301.74,-159106.23,-157573.52,-316679.75,-110227.06,0.00,-110227.06,-196905.21,-17047.80,-324180.07,-640859.82,595418.12,39949.88,721591.77,-260886.28,460705.49
Hotel Luna,2026,12,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Mirador,2025,1,BUDGET,2277,3643,617058.24,21517.54,0.00,638575.78,91909.57,85319.79,49684.73,15902.92,0.00,242817.01,17121.38,4168.90,902683.07,396.51,-119095.63,-108175.41,-227271.03,-63728.06,-856.38,-64584.44,-133162.18,-8144.15,-205890.76,-433161.80,411304.75,36926.25,469521.27,-166814.21,302707.06
Hotel Mirador,2025,1,REAL,2868,4146,819915.75,13486.19,0.00,833401.94,96518.76,93549.84,69877.59,21622.20,0.00,281568.39,46545.18,4579.95,1166095.47,406.65,-129225.71,-161595.44,-290821.15,-53690.66,-22313.39,-76004.06,-150979.76,-10374.81,-237358.62,-528179.78,542580.79,44209.77,637915.69,-193746.83,444168.87
Hotel Mirador,2025,2,BUDGET,1765,2695,492437.05,11534.69,0.00,503971.74,78824.21,66768.45,39370.46,13628.23,0.00,198591.35,21255.72,3414.95,727233.76,411.98,-97557.06,-85465.74,-183022.79,-51779.61,-653.35,-52432.97,-109079.66,-6671.27,-168183.89,-351206.68,320948.95,30407.46,376027.07,-137601.06,238426.01
Hotel Mirador,2025,2,REAL,2034,2835,585946.53,10637.54,0.00,596584.08,85620.60,61751.77,42967.20,16563.54,0.00,206903.10,26434.44,3628.99,833550.60,409.83,-106652.20,-111002.47,-217654.67,-37265.17,-19594.26,-56859.42,-116171.57,-7522.23,-180553.22,-398207.89,378929.40,26349.88,435342.71,-155634.02,279708.69
Hotel Mirador,2025,3,BUDGET,2847,3604,895197.71,17253.77,0.00,912451.48,105263.19,95220.07,28287.27,20818.05,0.00,249588.58,25352.11,4961.55,1192353.72,418.82,-119148.23,-148921.63,-268069.85,-69588.86,-1195.46,-70784.32,-131931.56,-8057.51,-210773.39,-478843.25,644381.63,38815.19,713510.47,-182536.85,530973.62
Hotel Mirador,2025,3,REAL,2563,3139,786386.22,18635.50,0.00,805021.72,95243.03,80495.90,50337.57,19260.77,0.00,245337.27,18984.63,3314.58,1072658.21,418.54,-101671.05,-134632.80,-236303.84,-43580.15,-22849.60,-66429.74,-115780.45,-7136.90,-189347.10,-425650.94,568717.88,55990.17,647007.26,-164796.27,482210.99
Hotel Mirador,2025,4,BUDGET,3030,3788,1129238.58,22161.42,0.00,1151400.00,118225.74,102820.53,30273.19,24497.55,0.00,275817.01,26112.42,6499.35,1459828.78,481.79,-130527.62,-180359.37,-310886.99,-69762.88,-1247.05,-71009.92,-143280.51,-9488.94,-223779.37,-534666.36,840513.01,52037.64,925162.41,-204395.38,720767.04
Hotel Mirador,2025,4,REAL,2638,3150,967501.30,19370.27,0.00,986871.56,84613.60,69613.17,58430.62,23269.65,0.00,235927.04,26033.03,5261.07,1254092.70,475.47,-109487.88,-153172.72,-262660.60,-46831.44,-18942.48,-65773.92,-118442.28,-7828.11,-192044.30,-454704.90,724210.96,43882.73,799387.80,-162340.15,637047.65
Hotel Mirador,2025,5,BUDGET,3453,4263,1435655.38,24805.00,0.00,1460460.38,121515.24,108394.14,86887.84,29753.90,0.00,346551.12,34781.26,7738.50,1849531.26,535.69,-142158.79,-223709.34,-365868.13,-85904.49,-1238.24,-87142.72,-158209.03,-10804.19,-256155.94,-622024.07,1094592.24,90395.18,1227507.19,-231715.05,995792.14
Hotel Mirador,2025,5,REAL,3380,3914,1333818.02,24947.74,0.00,1358765.76,136423.38,83869.44,84269.47,28074.95,0.00,332637.24,35679.46,6077.88,1733160.33,512.70,-133273.50,-200590.63,-333864.13,-64414.87,-29896.51,-94311.38,-155030.08,-11522.81,-260864.26,-594728.39,1024901.63,71772.97,1138431.94,-213644.27,924787.67
Hotel Mirador,2025,6,BUDGET,3247,4163,1260909.50,23180.13,0.00,1284089.63,117444.64,97395.10,61436.51,22466.40,0.00,298742.64,24332.79,5144.85,1612309.91,496.59,-143451.14,-195781.59,-339232.73,-75278.26,-1238.13,-76516.39,-159647.29,-11512.17,-247675.84,-586908.58,944856.89,51066.80,1025401.33,-234415.58,790985.76
Hotel Mirador,2025,6,REAL,2781,3413,1003639.80,31385.16,0.00,1035024.96,74060.18,67756.41,119841.39,23836.83,0.00,285494.80,30577.79,4976.72,1356074.27,487.63,-118878.46,-174041.89,-292920.35,-46439.21,-19751.17,-66190.38,-137765.32,-10549.27,-214504.96,-507425.31,742104.62,70989.84,848648.96,-191832.43,656816.53
Hotel Mirador,2025,7,BUDGET,3491,4883,1130827.64,21198.24,0.00,1152025.88,128973.31,96281.93,24138.60,24116.40,0.00,273510.24,23584.65,5084.10,1454204.87,416.56,-161048.39,-183546.61,-344595.00,-73630.56,-1081.58,-74712.15,-180339.25,-13067.86,-268119.26,-612714.26,807430.87,5390.98,841490.61,-258788.01,582702.60
Hotel Mirador,2025,7,REAL,2293,3023,662802.14,18251.30,0.00,681053.44,71612.27,51802.58,36482.03,15932.54,0.00,175829.41,19239.41,4195.57,880317.83,383.88,-105615.14,-124652.88,-230268.02,-31359.03,-16141.19,-47500.22,-114802.37,-8788.36,-171090.95,-401358.97,450785.42,4738.46,478958.86,-163111.23,315847.63
Hotel Mirador,2025,8,BUDGET,1925,4185,475977.87,10109.88,0.00,486087.75,63176.84,43658.76,0.00,12497.76,0.00,119333.36,6734.16,4357.80,616513.06,320.25,-133679.45,-83728.26,-217407.71,-32214.81,-556.85,-32771.65,-154360.50,-11201.03,-198333.18,-415740.89,268680.04,-78999.82,200772.18,-201855.36,-1083.19
Hotel Mirador,2025,8,REAL,2103,4069,552089.31,9722.66,0.00,561811.97,78217.39,43827.19,5008.59,14778.75,0.00,141831.92,5983.11,4407.31,714034.31,339.51,-130641.27,-116531.99,-247173.27,-28710.06,-12800.06,-41510.11,-151065.64,-9292.78,-201868.54,-449041.80,314638.71,-60036.62,264992.51,-231302.16,33690.35
Hotel Mirador,2025,9,BUDGET,3309,4163,1330515.38,26251.50,0.00,1356766.88,115230.77,89882.90,76470.25,24713.04,0.00,306296.96,42682.53,4145.85,1709892.21,516.71,-143451.14,-208936.89,-352388.03,-79927.57,-4339.66,-84267.22,-173585.56,-11512.17,-269364.95,-621752.98,1004378.84,36932.01,1088139.23,-244984.68,843154.55
Hotel Mirador,2025,9,REAL,2696,3300,1075990.41,24478.94,0.00,1100469.35,91950.18,66313.97,32561.87,20528.28,0.00,211354.29,29711.99,2821.01,1344356.64,498.59,-114370.04,-177888.14,-292258.17,-43293.08,-21833.51,-65126.59,-126123.21,-14161.77,-205411.57,-497669.74,808211.18,5942.72,846686.90,-195807.86,650879.04
Hotel Mirador,2025,10,BUDGET,3023,3875,1290265.00,21500.00,0.00,1311765.00,118002.41,95110.55,60922.17,25256.00,0.00,299291.13,42597.88,5835.00,1659489.01,549.05,-129235.26,-193710.81,-322946.08,-80806.05,-3845.35,-84651.40,-159269.39,-13267.97,-257188.76,-580134.83,988818.92,42102.37,1079354.17,-214416.93,864937.24
Hotel Mirador,2025,10,REAL,4047,4999,1787036.10,50964.93,0.00,1838001.03,195712.23,114699.11,67385.74,32666.46,0.00,410463.55,53319.88,5357.36,2307141.82,570.12,-178421.38,-310909.76,-489331.15,-75811.98,-39357.64,-115169.63,-201901.46,-24586.82,-341657.91,-830989.05,1348669.88,68805.65,1476152.77,-295135.15,1181017.61
Hotel Mirador,2025,11,BUDGET,2700,3750,871650.00,19350.00,0.00,891000.00,106417.39,97931.78,82371.67,19635.00,0.00,306355.84,38251.88,4935.00,1240542.72,459.46,-129235.26,-142619.92,-271855.18,-82492.94,-4019.81,-86512.75,-159604.39,-13027.32,-259144.46,-530999.65,619144.82,47211.37,709543.07,-210720.80,498822.27
Hotel Mirador,2025,11,REAL,2337,2888,835001.21,25827.86,0.00,860829.06,96508.86,76946.73,70168.15,16979.15,0.00,260602.89,22950.17,3639.87,1148021.99,491.25,-106444.65,-153994.63,-260439.28,-48694.48,-24819.07,-73513.55,-119039.92,-16856.67,-209410.14,-469849.42,600389.78,51192.75,678172.57,-190334.99,487837.58
Hotel Mirador,2025,12,BUDGET,2195,3991,682587.44,13287.00,0.00,695874.44,107446.01,98696.44,179891.45,17391.55,0.00,403425.45,41455.32,3229.05,1143984.26,521.13,-131650.67,-115629.02,-247279.69,-104786.31,-4587.09,-109373.41,-174636.46,-14802.46,-298812.33,-546092.02,448594.74,104613.12,597892.23,-220656.42,377235.82
Hotel Mirador,2025,12,REAL,2178,3216,685159.86,19035.76,0.00,704195.62,73127.12,71119.45,191598.64,16309.77,0.00,352154.97,31237.73,11412.06,1099000.39,504.61,-132287.08,-136741.18,-269028.26,-70961.11,-29997.49,-100958.60,-175121.34,-26248.29,-302328.23,-571356.49,435167.36,49826.74,527643.90,-246599.96,281043.94
Hotel Mirador,2026,1,BUDGET,2055,3023,619809.45,10140.00,0.00,629949.45,91143.00,69189.90,41475.72,16594.50,0.00,218403.12,19953.96,3453.84,871760.37,424.15,-102460.20,-111337.55,-213797.76,-59444.95,-1052.84,-60497.80,-117196.36,-6412.55,-184106.71,-397904.47,416151.69,34296.41,473855.90,-158081.31,315774.59
Hotel Mirador,2026,1,REAL,2882,4030,859862.45,28622.42,0.00,888484.88,104208.42,91785.36,57122.04,21206.17,0.00,274321.99,20141.61,3591.84,1186540.31,411.73,-135908.76,-163124.88,-299033.64,-44197.89,-21139.10,-65336.99,-164255.77,-9446.33,-239039.09,-538072.74,589451.23,35282.89,648467.57,-222490.75,425976.82
Hotel Mirador,2026,2,BUDGET,2230,3185,679042.00,12103.00,0.00,691145.00,94756.63,72590.55,54410.72,19569.55,0.00,241327.45,28835.17,4216.94,965524.56,433.07,-120173.90,-122350.85,-242524.75,-66160.06,-872.51,-67032.57,-135953.36,-9126.00,-212111.93,-454636.68,448620.25,29215.52,510887.88,-190477.29,320410.59
Hotel Mirador,2026,2,REAL,3156,3955,902273.03,29980.65,0.00,932253.68,137918.25,84810.24,66132.91,24153.74,0.00,313015.14,33040.33,4601.20,1282910.36,406.49,-162094.96,-185648.72,-347743.68,-57783.21,-26216.37,-83999.58,-170828.11,-15267.52,-270095.21,-617838.89,584510.00,42919.93,665071.47,-240409.10,424662.36
Hotel Mirador,2026,3,BUDGET,3768,4728,1221635.41,29280.00,0.00,1250915.41,143193.84,125688.06,80396.78,37600.40,0.00,386879.08,31266.16,5164.26,1674224.91,444.35,-166846.27,-214647.11,-381493.38,-105564.29,-1898.75,-107463.04,-181793.44,-12370.26,-301626.74,-683120.12,869422.03,85252.34,991104.79,-253410.56,737694.23
Hotel Mirador,2026,3,REAL,3382,4146,1048205.98,37730.01,0.00,1085935.99,88533.78,88543.61,88944.08,30404.19,0.00,296425.66,34601.59,3997.59,1420960.83,420.12,-147940.10,-188779.62,-336719.72,-54533.84,-28417.61,-82951.45,-166598.75,-8635.38,-258185.59,-594905.31,749216.27,38240.08,826055.53,-243868.43,582187.10
Hotel Mirador,2026,4,BUDGET,2337,2850,911886.00,18240.00,0.00,930126.00,92859.84,64476.88,44149.92,22155.90,0.00,223642.54,25020.72,4923.28,1183712.54,506.51,-107029.27,-154416.18,-261445.45,-61114.34,-1113.06,-62227.40,-117327.27,-6702.11,-186256.77,-447702.22,668680.55,37385.77,736010.32,-156141.94,579868.38
Hotel Mirador,2026,4,REAL,0,0,608439.00,17277.32,0.00,625716.32,67559.17,40121.26,30615.23,13061.71,0.00,151357.36,12174.27,3402.88,792650.83,,0.00,-8592.67,-8592.67,-27181.66,-10539.24,-37720.89,-178.55,-1989.54,-39888.98,-48481.66,617123.64,111468.38,744169.17,-31210.96,712958.21
Hotel Mirador,2026,5,BUDGET,2866,3333,1210858.50,21500.00,0.00,1232358.50,104293.06,73652.12,91473.90,25071.15,0.00,294490.23,35650.44,5354.36,1567853.53,547.06,-120940.07,-202116.57,-323056.64,-80317.52,-1481.74,-81799.26,-137759.38,-9406.29,-228964.93,-552021.57,909301.86,65525.30,1015831.96,-198713.55,817118.41
Hotel Mirador,2026,5,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Mirador,2026,6,BUDGET,3706,4575,1431578.50,43310.00,0.00,1474888.50,133435.06,93537.40,153185.64,33531.70,0.00,413689.80,36826.92,6561.16,1931966.38,521.34,-165709.84,-260324.99,-426034.83,-108766.07,-3677.29,-112443.37,-200358.14,-12900.12,-325701.63,-751736.46,1048853.67,87988.17,1180229.92,-281459.40,898770.52
Hotel Mirador,2026,6,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Mirador,2026,7,BUDGET,3240,4263,1026437.50,26400.00,0.00,1052837.50,114915.90,75738.30,52313.80,23529.00,0.00,266497.00,28504.30,5408.70,1353247.50,417.73,-152965.16,-183883.56,-336848.72,-70479.68,-2950.42,-73430.10,-173271.36,-11926.57,-258628.04,-595476.76,715988.78,7868.96,757770.74,-249501.18,508269.56
Hotel Mirador,2026,7,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Mirador,2026,8,BUDGET,2337,4495,596124.00,11600.00,0.00,607724.00,86669.40,51113.08,6306.92,17342.00,0.00,161431.40,7041.20,4675.96,780872.56,334.08,-154348.71,-112117.80,-266466.52,-44190.78,-967.27,-45158.05,-176759.98,-8194.56,-230112.60,-496579.11,341257.48,-68681.20,284293.45,-239233.57,45059.88
Hotel Mirador,2026,8,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Mirador,2026,9,BUDGET,3090,3863,1377110.00,25750.00,0.00,1402860.00,107277.99,72681.55,69585.77,22742.40,0.00,272287.71,32276.08,4570.11,1711993.90,554.04,-140656.01,-239258.03,-379914.04,-71117.54,-3789.58,-74907.12,-169026.16,-16911.59,-260844.87,-640758.91,1022945.96,11442.84,1071234.99,-253575.96,817659.03
Hotel Mirador,2026,9,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Mirador,2026,10,BUDGET,2976,3720,1419168.00,24192.00,0.00,1443360.00,117773.72,99486.76,84091.20,25944.00,0.00,327295.68,42035.52,6331.20,1819022.40,611.23,-131834.87,-228992.08,-360826.95,-83928.38,-5888.16,-89816.54,-170633.54,-13159.12,-273609.21,-634436.16,1082533.05,53686.47,1184586.24,-234830.64,949755.60
Hotel Mirador,2026,10,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Mirador,2026,11,BUDGET,3591,4725,1253826.00,24570.00,0.00,1278396.00,134505.95,134181.50,128014.74,30573.90,0.00,427276.08,50683.50,7144.20,1763499.78,491.09,-172694.64,-219629.93,-392324.56,-108807.69,-8506.89,-117314.58,-221981.05,-19326.70,-358622.33,-750946.90,886071.44,68653.75,1012552.88,-288706.61,723846.27
Hotel Mirador,2026,11,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Mirador,2026,12,BUDGET,1790,2984,583968.00,10395.00,0.00,594363.00,83426.42,79693.46,163678.13,15673.35,0.00,342471.36,28565.46,2942.17,968341.99,540.90,-104766.38,-104780.44,-209546.82,-82433.17,-7831.82,-90265.00,-143294.32,-14372.33,-247931.65,-457478.47,384816.18,94539.71,510863.52,-191828.41,319035.11
Hotel Mirador,2026,12,REAL,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hotel Nereida,2025,1,BUDGET,1949,2998,475794.44,5585.87,0.00,481380.31,92350.43,93101.58,24327.68,20569.12,0.00,230348.81,8645.52,468.00,720842.64,369.87,-108853.92,-76270.94,-185124.86,-67837.62,-2408.29,-70245.90,-163504.32,-7764.46,-241514.69,-426639.55,296255.44,-11165.88,294203.08,-138140.55,156062.53
Hotel Nereida,2025,1,REAL,1811,2710,433640.41,5259.71,0.00,438900.13,83279.84,103889.83,2165.42,15774.70,0.00,205109.80,7597.88,306.65,651914.45,359.90,-104652.55,-72686.92,-177339.47,-35916.75,-24833.95,-60750.71,-162387.05,-7128.21,-230265.96,-407605.43,261560.66,-25156.17,244309.02,-135530.55,108778.46
Hotel Nereida,2025,2,BUDGET,1641,2344,392377.14,4628.61,0.00,397005.75,80174.35,80082.12,15433.20,19958.40,0.00,195648.07,5852.70,405.00,598911.52,365.07,-95731.41,-61500.93,-157232.34,-56450.46,-2812.32,-59262.78,-132836.88,-6822.75,-198922.40,-356154.74,239773.41,-3274.34,242756.77,-115159.46,127597.31
Hotel Nereida,2025,2,REAL,2346,3047,595858.13,3563.34,0.00,599421.47,104534.08,127479.29,36179.61,22788.62,0.00,290981.60,10862.44,200.80,901466.30,384.28,-125303.55,-101348.14,-226651.69,-48309.32,-32402.67,-80711.99,-190218.83,-10487.10,-281417.92,-508069.61,372769.78,9563.67,393396.69,-161124.74,232271.96
Hotel Nereida,2025,3,BUDGET,2009,2364,565766.54,4917.24,0.00,570683.79,80581.11,91025.72,24639.36,20691.88,0.00,216938.08,5672.76,369.00,793663.63,394.97,-89695.89,-81530.23,-171226.13,-56324.09,-6682.53,-63006.62,-131208.89,-6900.98,-201116.49,-372342.62,399457.66,15821.58,421321.00,-120762.36,300558.64
Hotel Nereida,2025,3,REAL,2295,2739,646970.49,5074.71,0.00,652045.20,101250.19,130090.02,13047.82,24967.00,0.00,269355.03,6724.61,191.44,928316.29,404.46,-106043.80,-96421.80,-202465.60,-45002.10,-32393.96,-77396.05,-157942.68,-9279.26,-244617.99,-447083.59,449579.61,24737.04,481232.70,-150441.94,330790.76
Hotel Nereida,2025,4,BUDGET,3005,3376,1102176.90,9506.53,0.00,1111683.43,144853.57,174426.29,31607.62,33541.20,0.00,384428.68,11616.00,544.50,1508272.61,502.00,-137332.86,-159378.53,-296711.39,-89595.14,-15274.14,-104869.28,-221587.51,-11695.65,-338152.45,-634863.84,814972.04,46276.23,873408.77,-194760.11,678648.66
Hotel Nereida,2025,4,REAL,2474,2706,817620.24,9220.38,0.00,826840.62,120892.15,165143.17,19915.22,26583.92,0.00,332534.45,7257.07,538.90,1167171.05,471.87,-115034.94,-106998.91,-222033.84,-56029.48,-39441.50,-95470.98,-191500.72,-9934.53,-296906.22,-518940.07,604806.78,35628.23,648230.98,-152488.58,495742.40
Hotel Nereida,2025,5,BUDGET,2669,2998,986087.07,6596.30,0.00,992683.37,121149.80,147315.22,45614.40,28371.20,0.00,342450.62,12170.08,468.00,1347772.07,505.07,-120024.56,-140267.34,-260291.90,-78209.29,-16651.13,-94860.43,-183289.83,-8310.46,-286460.72,-546752.62,732391.47,55989.90,801019.45,-164327.08,636692.36
Hotel Nereida,2025,5,REAL,3136,3402,1118326.63,8641.75,0.00,1126968.38,154085.65,204127.06,51964.30,34096.49,0.00,444273.49,13476.86,517.48,1585236.21,505.43,-136315.49,-140490.25,-276805.73,-64005.49,-56523.01,-120528.50,-225960.17,-12873.12,-359361.79,-636167.52,850162.65,84911.70,949068.69,-194910.89,754157.80
Hotel Nereida,2025,6,BUDGET,1893,2176,638823.12,4896.45,0.00,643719.57,101793.56,121427.40,28342.08,20592.00,0.00,272155.03,9487.92,351.00,925713.52,488.94,-91846.78,-87586.00,-179432.78,-60124.80,-13429.55,-73554.35,-136342.24,-7902.05,-217798.64,-397231.41,464286.79,54356.40,528482.11,-117836.55,410645.56
